id,lat,lon,height,name,state
4401,51.6334,8.1872,81,"Sassendorf, Bad-Ostinghausen",Nordrhein-Westfalen
4411,49.9195,8.9671,155,Schaafheim-Schlierbach,Hessen
4419,47.9556,7.7134,212,Schallstadt-Mengen,Baden-Württemberg
4425,49.4864,7.029,569,Schaumberg-Tholey,Saarland
4433,48.1994,9.77,519,Schemmerhofen-Ingerkingen,Baden-Württemberg
4436,50.8166,9.846,314,Schenklengsfeld,Hessen
4438,49.975,11.0395,317,Scheßlitz,Bayern
4442,51.9119,9.1533,155,Schieder,Nordrhein-Westfalen
4445,51.7658,10.6533,609,Wernigerode-Schierke,Sachsen-Anhalt
4464,50.5679,11.8041,501,Schleiz,Thüringen
4466,54.5275,9.5486,43,Schleswig,Schleswig-Holstein
4468,54.5227,9.5649,19,Schleswig-Stadtfeld,Schleswig-Holstein
4474,49.7961,7.7583,170,Schlossböckelheim,Rheinland-Pfalz
4479,50.3849,9.5358,375,Schlüchtern-Kloster Gomfritz,Hessen
4480,50.3447,9.5534,230,Schlüchtern-Herolz,Hessen
4484,53.6615,10.2543,45,Schmalenbeck,Schleswig-Holstein
4485,50.7252,10.454,296,"Schmalkalden, Kurort",Thüringen
4489,51.8833,10.7667,198,Schmatzfeld,Sachsen-Anhalt
4490,49.422,6.8396,223,Schmelz-Hüttersdorf,Saarland
4501,50.6546,10.7693,937,Schmücke,Thüringen
4505,50.5,12.45,708,Schnarrtanne-Vogelsgrün,Sachsen
4508,50.2968,6.4194,649,Schneifelforsthaus,Rheinland-Pfalz
4548,50.2046,12.1435,609,Selb/Oberfranken-Lauterbach,Bayern
4557,47.6463,7.8439,400,Schopfheim-Eichen,Baden-Württemberg
4559,49.1646,12.6176,399,Schorndorf-Knöbling,Bayern
4560,50.4925,9.1226,265,Schotten,Hessen
4571,51.8369,10.4312,504,Schulenberg,Niedersachsen
4576,49.3261,11.012,343,Schwabach (A),Bayern
4581,48.7768,9.8025,415,Schwäbisch Gmünd-Strassdorf,Baden-Württemberg
4582,49.0817,9.6868,349,Schwäbisch Hall-Bibersfeld,Baden-Württemberg
4583,48.7868,9.7456,300,Schwäbisch Gmünd (Wind),Baden-Württemberg
4584,48.3667,11.8,444,Schwaigermoos,Bayern
4586,50.1394,8.0627,320,"Schwalbach, Bad",Hessen
4592,49.3278,12.0871,356,Schwandorf,Bayern
4593,51.9639,11.1208,117,Schwanebeck,Sachsen-Anhalt
4597,47.5769,10.7181,792,Schwangau-Horn,Bayern
4605,50.644,11.1937,277,Schwarzburg,Thüringen
4606,51.5167,14.35,116,Schwarze Pumpe,Brandenburg
4612,50.5513,12.7678,418,Schwarzenberg,Sachsen
4621,50.0575,10.216,240,Schweinfurt-Gartenstadt,Bayern
4625,53.6425,11.3872,59,Schwerin,Mecklenburg-Vorpommern
4629,54.5166,9.142,37,Schwesing,Schleswig-Holstein
4642,52.8911,11.7297,21,Seehausen,Sachsen-Anhalt
4649,50.8698,7.3228,214,Seelscheid,Nordrhein-Westfalen
4651,51.9044,10.1888,186,Seesen,Niedersachsen
4656,53.9278,10.2993,49,"Segeberg, Bad",Schleswig-Holstein
4663,50.1633,12.1188,535,Selb/Oberfranken (Klärwerk),Bayern
4664,50.1969,12.1727,611,Selb/Oberfranken-Wildenau,Bayern
4665,49.5281,7.0417,431,Selbach (Tholey),Saarland
4678,53.5833,8.0333,1,Sengwarden,Niedersachsen
4692,50.8534,7.9966,229,Siegen (Kläranlage),Nordrhein-Westfalen
4702,48.1,9.25,645,Sigmaringen (Flugplatz),Baden-Württemberg
4703,48.0719,9.1942,580,Sigmaringen-Laiz,Baden-Württemberg
4704,47.5776,9.7404,507,Sigmarszell-Zeisertsweiler,Bayern
4705,49.7595,12.3891,819,Silberhütte,Bayern
4706,48.2719,13.0273,360,Simbach/Inn,Bayern
4707,49.6361,11.3505,494,Simmelsdorf-Großengsee,Bayern
4709,49.9996,7.5981,445,Simmern-Wahlbach,Rheinland-Pfalz
4719,49.2447,8.8787,169,Sinsheim,Baden-Württemberg
4729,50.2882,9.4583,342,Steinau-Seidenroth,Hessen
4735,48.7833,8.0833,123,Söllingen,Baden-Württemberg
4741,51.1398,7.0934,154,Solingen-Hohenscheid,Nordrhein-Westfalen
4745,52.9604,9.7931,76,Soltau,Niedersachsen
4748,51.352,10.9059,216,Sondershausen,Thüringen
4752,50.3746,11.1828,626,Sonneberg-Neufang,Thüringen
4763,51.0607,9.9266,265,Sontra,Hessen
4765,51.2801,9.9849,199,"Sooden-Allendorf, Bad",Hessen
4775,49.7858,11.8211,424,Speinshart,Bayern
4782,51.604,12.1093,87,Spören-Prussendorf,Sachsen-Anhalt
4818,50.1531,11.7403,598,Stammbach-Querenbach,Bayern
4837,47.9869,7.9466,363,Stegen,Baden-Württemberg
4841,53.6946,8.8735,1,"Steinau, Kr. Cuxhaven",Niedersachsen
4847,51.3629,9.6902,500,Steinberg,Niedersachsen
4857,53.5527,9.6094,1,Mittelnkirchen-Hohenfelde,Niedersachsen
4878,51.6681,10.8823,494,Oberharz am Brocken-Stiege,Sachsen-Anhalt
4880,49.0878,10.1241,453,Stimpfach-Weipertshofen,Baden-Württemberg
4881,47.8591,9.0152,532,Stockach,Baden-Württemberg
4887,48.6657,9.8646,734,Stötten,Baden-Württemberg
4896,54.6654,9.805,40,Wagersrott,Schleswig-Holstein
4911,48.8275,12.5598,350,Straubing,Bayern
4919,54.4965,8.8069,7,Strucklahnungshörn,Schleswig-Holstein
4926,48.7896,9.2167,224,Stuttgart (Neckartal),Baden-Württemberg
4927,48.7693,9.1814,286,Stuttgart-Stadt,Baden-Württemberg
4928,48.8282,9.2,314,Stuttgart (Schnarrenberg),Baden-Württemberg
4929,48.8333,9.2,311,Stuttgart (Schnarrenberg Aero),Baden-Württemberg
4931,48.6883,9.2235,371,Stuttgart-Echterdingen,Baden-Württemberg
4933,48.7091,9.2147,401,Stuttgart-Hohenheim,Baden-Württemberg
4939,51.7333,11.1167,235,"Suderode, Bad",Sachsen-Anhalt
4947,52.2317,10.92,129,Süpplingen,Niedersachsen
4950,50.6171,10.6587,505,Suhl,Thüringen
4977,52.5447,11.9724,45,Tangermünde,Sachsen-Anhalt
4978,50.639,10.0228,395,Tann/Rhön,Hessen
4987,49.6122,9.6747,179,Tauberbischofsheim-Dittigheim,Baden-Württemberg
4997,50.9777,12.3432,193,Starkenberg-Tegkwitz,Thüringen
5009,53.761,12.5574,38,Teterow,Mecklenburg-Vorpommern
5014,53.2758,8.9857,7,Worpswede-Hüttenbusch,Niedersachsen
5017,50.4002,11.3889,633,Teuschnitz,Bayern
5024,52.2333,12.05,61,Theeßen,Sachsen-Anhalt
5029,49.4738,7.0386,386,Tholey,Saarland
5032,49.885,9.8463,195,Thüngersheim,Bayern
5039,50.843,10.1613,236,Tiefenort,Thüringen
5046,49.8576,12.3542,500,Tirschenreuth-Lodermühl,Bayern
5047,47.9394,8.1933,870,Titisee-Neustadt-Langenordnach,Baden-Württemberg
5059,47.728,7.9988,781,Todtmoos,Baden-Württemberg
5063,47.7566,11.5819,724,"Tölz, Bad",Bayern
5064,51.2898,6.4443,37,Tönisvorst,Nordrhein-Westfalen
5067,51.7643,9.5628,491,Torfhaus im Solling,Niedersachsen
5068,51.5833,13.0,80,Torgau,Sachsen
5074,47.8663,12.6566,626,Traunstein-Sparz,Bayern
5075,47.8516,12.6182,635,Traunstein-Axdorf,Bayern
5078,53.9619,10.8892,2,Travemünde,Schleswig-Holstein
5088,54.5337,13.246,3,Trent,Mecklenburg-Vorpommern
5097,54.0661,12.7675,10,Tribsees,Mecklenburg-Vorpommern
5099,49.7326,6.6131,132,Trier-Zewen,Rheinland-Pfalz
5100,49.7479,6.6582,265,Trier-Petrisberg,Rheinland-Pfalz
5105,48.3132,9.2472,700,Trochtelfingen,Baden-Württemberg
5107,48.2814,9.3137,769,Trochtelfingen-Wilsingen,Baden-Württemberg
5109,53.5997,13.3039,69,Trollenhagen,Mecklenburg-Vorpommern
5111,48.031,12.5396,559,Trostberg,Bayern
5120,48.5198,9.0515,370,Tübingen,Baden-Württemberg
5127,48.0083,8.8179,649,Tuttlingen,Baden-Württemberg
5128,47.9552,8.7565,675,Tuttlingen-Möhringen,Baden-Württemberg
5133,51.3344,8.9132,295,Twistetal-Mühlhausen,Hessen
5138,47.7713,9.1562,446,Überlingen/Bodensee,Baden-Württemberg
5142,53.7444,14.0697,1,Ueckermünde,Mecklenburg-Vorpommern
5145,54.4156,8.9221,1,Uelvesbüll,Schleswig-Holstein
5146,52.9414,10.5289,50,Uelzen,Niedersachsen
5149,49.5741,10.1916,308,Gollhofen,Bayern
5154,48.4,9.9833,576,Ulm-Wilhelmsburg,Baden-Württemberg
5155,48.3837,9.9524,567,Ulm,Baden-Württemberg
5158,52.1601,11.1759,162,Ummendorf,Sachsen-Anhalt
5165,52.8499,10.2898,95,Unterlüß,Niedersachsen
5178,53.8717,13.9234,2,Usedom,Mecklenburg-Vorpommern
5185,49.5933,11.0704,291,Uttenreuth,Bayern
5226,47.953,10.9151,708,Vilgertshofen,Bayern
5229,48.0453,8.4608,720,Villingen-Schwenningen,Baden-Württemberg
5236,52.8318,8.3112,51,Visbek,Niedersachsen
5244,49.2581,6.8612,220,Völklingen-Stadt,Saarland
5249,47.95,12.1833,464,Vogtareuth (A),Bayern
5250,48.0908,7.6353,223,Vogtsburg-Oberrotweil,Baden-Württemberg
5252,52.103,9.5845,100,Voldagsen,Niedersachsen
5267,52.0722,11.0222,86,Wackersleben,Sachsen-Anhalt
5275,49.2445,8.5374,105,Waghäusel-Kirrlach,Baden-Württemberg
5277,50.8119,9.128,349,Wahlen,Hessen
5277,50.8113,9.1275,349,Wahlen,Hessen
5279,51.6184,9.5761,176,Wahlsburg-Lippoldsberg,Hessen
5280,53.9223,10.2268,35,Wittenborn,Schleswig-Holstein
5282,51.1197,13.6744,246,Wahnsdorf bei Dresden,Sachsen
5284,48.8279,9.3228,224,Waiblingen,Baden-Württemberg
5291,47.976,8.1558,1005,Waldau-Jostal,Baden-Württemberg
5296,51.207,9.0658,376,Waldeck,Hessen
5300,50.2596,8.3607,380,Waldems-Reinborn,Hessen
5306,48.9293,13.4641,940,Waldhäuser (National Park),Bayern
5317,50.0097,12.2979,509,Waldsassen,Bayern
5319,47.9167,9.7076,576,"Waldsee, Bad-Reute",Baden-Württemberg
5320,47.6172,8.2388,330,Waldshut,Baden-Württemberg
5327,49.5789,9.3975,404,Walldürn,Baden-Württemberg
5335,50.8963,10.5484,348,Waltershausen,Thüringen
5344,53.787,7.9066,3,Wangerooge,Niedersachsen
5347,51.504,9.1118,236,Warburg,Nordrhein-Westfalen
5349,53.5196,12.6654,73,Waren (Müritz),Mecklenburg-Vorpommern
5361,50.6271,9.442,270,Wartenberg-Angersbach,Hessen
5369,48.0572,12.2202,443,Wasserburg,Bayern
5371,50.4973,9.9428,921,Wasserkuppe,Hessen
5377,47.5714,12.9337,1923,Watzmannhaus,Bayern
5397,49.6663,12.1845,440,Weiden,Bayern
5398,49.1965,10.6487,425,"Weidenbach, Kr.Ansbach",Bayern
5403,49.59,10.2588,309,Weigenheim-Reusch,Bayern
5404,48.4025,11.6946,477,Weihenstephan-Dürnast,Bayern
5410,50.4732,8.2588,150,Weilburg (Kläranlage),Hessen
5412,47.6802,8.1964,771,Weilheim-Bierbronnen,Baden-Württemberg
5419,50.9744,11.308,264,Weimar,Thüringen
5419,50.9751,11.3076,264,Weimar,Thüringen
5424,51.0176,11.3544,325,Weimar-Schöndorf,Thüringen
5426,49.3758,8.1213,553,Weinbiet,Rheinland-Pfalz
5429,49.1512,9.292,219,Weinsberg,Baden-Württemberg
5431,53.0333,11.8,24,Weisen bei Wittenberge,Sachsen-Anhalt
5433,49.5534,6.812,380,Weiskirchen/Saar,Saarland
5434,50.0858,11.2364,317,Weismain,Bayern
5435,48.8459,8.9079,455,Weissach,Baden-Württemberg
5440,49.0114,10.9319,439,Weißenburg-Emetzheim,Bayern
5442,51.2002,11.9154,109,Weißenfels,Sachsen-Anhalt
5445,51.212,10.9956,165,Weißensee-Ottenhausen,Thüringen
5453,48.188,7.6977,173,Weisweil-Waldeckhof,Baden-Württemberg
5460,48.1477,8.6954,655,Wellendingen,Baden-Württemberg
5463,52.0654,14.6898,58,Wellmitz,Brandenburg
5467,47.7035,12.0119,1832,Wendelstein,Bayern
5480,51.5764,7.8879,85,Werl,Nordrhein-Westfalen
5480,51.5765,7.888,85,Werl,Nordrhein-Westfalen
5488,49.9622,10.0482,216,"Mühlhausen, Kr. Schweinfurt",Bayern
5490,51.8454,10.7686,234,Wernigerode,Sachsen-Anhalt
5498,49.7667,9.5428,140,Wertheim-Eichel,Baden-Württemberg
5514,54.8991,8.3123,3,Westerland,Schleswig-Holstein
5516,54.5284,11.0605,3,Fehmarn,Schleswig-Holstein
5530,52.4613,10.7176,55,Weyhausen,Niedersachsen
5538,47.8827,11.1576,550,Wielenbach (Demollstr.),Bayern
5541,50.132,8.317,263,Wiesbaden-Auringen,Hessen
5543,50.0863,8.1872,235,Wiesbaden-Dotzheim,Hessen
5546,52.1207,12.4585,187,Wiesenburg,Brandenburg
5559,48.7848,8.5764,385,"Wildbad, Bad-Calmbach",Baden-Württemberg
5562,48.6516,8.6801,570,Neubulach-Oberhaugstett,Baden-Württemberg
5568,51.1056,9.1081,310,"Wildungen, Bad",Hessen
5575,53.5901,8.106,1,Wilhelmshaven,Niedersachsen
5582,51.294,8.6026,580,Willingen/Upland,Hessen
5609,48.8031,9.4699,240,"Winterbach, Rems-Murr-Kreis",Baden-Württemberg
5624,53.9026,11.4254,13,Wismar,Mecklenburg-Vorpommern
5629,51.8892,12.6445,105,Wittenberg,Sachsen-Anhalt
5640,53.5504,7.6672,8,Wittmundhafen,Niedersachsen
5642,53.1833,12.5167,72,Wittstock,Brandenburg
5643,53.1864,12.4949,66,Wittstock-Rote Mühle,Brandenburg
5644,51.3493,9.8438,133,Witzenhausen,Hessen
5654,49.2178,10.2296,464,Wörnitz-Bottenweiler,Bayern
5663,53.4618,13.6099,118,Woldegk,Mecklenburg-Vorpommern
5664,48.2953,8.2391,291,Wolfach,Baden-Württemberg
5675,52.4411,10.7587,56,Wolfsburg,Niedersachsen
5676,52.3961,10.6898,82,Wolfsburg (Südwest),Niedersachsen
5681,49.5811,7.6234,200,Wolfstein/Pfalz,Rheinland-Pfalz
5692,49.6051,8.3659,88,Worms,Rheinland-Pfalz
5697,52.6167,14.2333,10,Wriezen,Brandenburg
5703,49.7964,9.8949,170,Würzburg (Klärwerk),Bayern
5705,49.7703,9.9577,268,Würzburg,Bayern
5707,49.7995,9.928,175,Würzburg (Physikalisches-Institut),Bayern
5715,52.4605,9.4311,57,Wunstorf,Niedersachsen
5717,51.2248,7.1053,130,Wuppertal-Buchenhofen,Nordrhein-Westfalen
5719,51.2051,7.2,235,Remscheid,Nordrhein-Westfalen
5728,52.8039,12.8714,35,Wustrau-Ziethenhorst,Brandenburg
5731,47.6783,8.3801,398,Wutöschingen-Ofteringen,Baden-Württemberg
5732,54.6928,8.5271,8,Wrixum/Föhr,Schleswig-Holstein
5745,52.9664,13.3268,51,Zehdenick,Brandenburg
5750,51.0314,12.1495,170,Zeitz,Sachsen-Anhalt
5761,51.9642,12.0996,69,Zerbst,Sachsen-Anhalt
5778,54.0801,13.8989,2,Zinnowitz,Mecklenburg-Vorpommern
5779,50.7314,13.7516,877,Zinnwald-Georgenfeld,Sachsen
5792,47.4209,10.9847,2964,Zugspitze,Bayern
5797,50.6878,12.4329,353,Lichtentanne,Sachsen
5800,49.028,13.2385,615,Zwiesel,Bayern
5802,49.0007,13.2137,615,Zwieselberg,Bayern
5803,49.0923,13.2487,699,Zwieslerwaldhaus,Bayern
5821,52.8482,8.719,36,Bassum (A),Niedersachsen
5822,52.8629,8.6982,40,Bassum,Niedersachsen
5825,52.6198,12.7867,40,Berge,Brandenburg
5832,53.1007,11.0455,50,Dannenberg,Niedersachsen
5839,53.3881,7.2287,0,Emden,Niedersachsen
5851,51.0806,8.8769,392,Frankenberg-Geismar,Hessen
5856,48.5451,13.3531,476,Fürstenzell,Bayern
5871,49.9462,7.2645,497,Hahn,Rheinland-Pfalz
5877,54.316,10.8002,5,Putlos,Schleswig-Holstein
5885,48.6582,9.4203,289,Kirchheim/Teck-Ötlingen,Baden-Württemberg
5890,47.6777,11.0473,850,"Kohlgrub, Bad (A)",Bayern
5904,48.6493,11.7772,431,Mainburg,Bayern
5906,49.509,8.5541,96,Mannheim,Baden-Württemberg
5912,51.1318,9.5189,254,Melsungen-Bürstoß,Hessen
5920,50.4485,7.4275,91,Neuwied,Rheinland-Pfalz
5930,54.641,10.0238,2,Schönhagen (Ostseebad),Schleswig-Holstein
5941,47.6754,12.4698,685,Reit im Winkl,Bayern
5971,48.8787,9.6342,510,Welzheim (A),Baden-Württemberg
6086,52.7786,13.759,71,Melchow-Schönholz,Brandenburg
6091,53.7674,7.6721,14,Spiekeroog (SWN),Niedersachsen
6093,53.2139,10.4704,62,Wendisch Evern,Niedersachsen
6095,51.0838,13.4486,273,Taubenheim-Seeligstadt,Sachsen
6096,49.1423,10.7301,416,Altmühlsee,Bayern
6097,54.4738,12.5014,4,Darßer Ort (SWN),Mecklenburg-Vorpommern
6098,47.8147,9.0237,398,Stockach-Espasingen,Baden-Württemberg
6099,47.702,8.7318,450,Gailingen,Baden-Württemberg
6101,54.1323,11.6719,51,Bastorf-Kägsdorf (SWN),Mecklenburg-Vorpommern
6102,47.5396,9.6843,397,Lindau (SWN),Bayern
6103,47.4287,11.2617,923,Mittenwald/Obb.,Bayern
6105,54.3194,9.8051,14,Ostenfeld (Rendsburg),Schleswig-Holstein
6106,53.3311,12.7149,62,Rechlin,Mecklenburg-Vorpommern
6107,47.8076,9.1035,705,Sipplingen (SWN),Baden-Württemberg
6108,53.7197,9.4192,7,Ruthenstrom,Niedersachsen
6109,53.3837,14.3728,50,Grambow-Schwennenz,Mecklenburg-Vorpommern
6110,53.8542,13.4949,11,Medow-Wussentin,Mecklenburg-Vorpommern
6112,54.267,13.143,2,Stralsund-Devin,Mecklenburg-Vorpommern
6123,54.1833,7.8833,53,Helgoland (Flugplatz),Schleswig-Holstein
6124,53.8,7.9,14,Wangerooge (A),Niedersachsen
6129,51.0594,14.4262,290,Sohland/Spree,Sachsen
6136,50.7,8.3,220,Dillenburg-Niederscheld (Kläranlage),Hessen
6157,53.641,8.0808,8,Wangerland-Hooksiel,Niedersachsen
6158,49.2247,10.6084,455,Weidenbach-Weiherschneidbach,Bayern
6159,52.9542,7.3196,8,Dörpen,Niedersachsen
6163,54.1654,10.3519,26,Dörnick,Schleswig-Holstein
6170,52.0192,14.7254,40,Coschen,Brandenburg
6182,48.7757,12.1743,404,Mallersdorf-Pfaffenberg,Bayern
6184,53.5333,8.1667,6,Wilhelmshaven (Flugplatz),Niedersachsen
6186,50.1989,7.8651,268,Nastätten,Rheinland-Pfalz
6189,53.1333,9.35,34,Rotenburg (Wümme) (Flugplatz),Niedersachsen
6196,50.1587,12.0386,610,Selb-Spielberg,Bayern
6197,51.8664,9.2709,258,Lügde-Paenbruch,Nordrhein-Westfalen
6199,54.2484,13.0418,16,Steinhagen-Negast,Mecklenburg-Vorpommern
6211,47.955,12.1735,464,Vogtareuth (Kläranlage),Bayern
6217,49.2406,6.9351,190,Saarbrücken-Burbach,Saarland
6219,48.8768,11.1043,394,Dollnstein-Breitenfurt,Bayern
6221,53.5084,7.0781,6,Krummhörn (Hooge),Niedersachsen
6238,47.9946,11.269,675,Starnberg-Perchting,Bayern
6253,52.4228,12.5667,31,Brandenburg/Havel,Brandenburg
6258,47.6845,9.4409,459,Friedrichshafen-Unterraderach,Baden-Württemberg
6259,49.021,9.6032,523,Großerlach-Mannenweiler,Baden-Württemberg
6260,49.3325,9.7039,385,Ingelfingen-Stachenhausen,Baden-Württemberg
6262,48.7695,9.8737,413,Schwäbisch Gmünd-Weiler,Baden-Württemberg
6263,47.7738,8.8219,445,Singen,Baden-Württemberg
6264,51.4143,8.6498,457,Brilon-Thülen,Nordrhein-Westfalen
6265,52.3613,12.3867,36,Wusterwitz,Brandenburg
6266,52.0305,10.9625,112,Pabstorf,Sachsen-Anhalt
6268,50.7527,11.5019,178,Uhlstädt-Kirchhasel-Zeutsch,Thüringen
6272,50.8426,10.2518,283,Moorgrund Gräfen-Nitzendorf,Thüringen
6273,52.5075,11.8551,36,Demker,Sachsen-Anhalt
6273,52.5072,11.8549,36,Demker,Sachsen-Anhalt
6275,48.6705,9.4627,325,Notzingen,Baden-Württemberg
6292,54.6833,6.7833,5,Nordseeboje 3,Hamburg
6304,49.3533,11.5053,550,Pilsach-Litzlohe,Bayern
6305,51.2065,10.4948,190,Mühlhausen/Thüringen-Görmar,Thüringen
6310,54.1049,13.8239,1,Karlshagen,Mecklenburg-Vorpommern
6312,49.5314,10.6418,362,Markt Erlbach-Mosbach,Bayern
6314,51.0507,13.3008,308,Nossen,Sachsen
6336,50.0133,9.6539,285,Lohr/Main-Halsbach,Bayern
6337,51.7663,7.5193,59,Lüdinghausen-Brochtrup,Nordrhein-Westfalen
6344,50.394,8.1423,168,Runkel-Ennerich,Hessen
6346,48.207,11.2035,530,Maisach-Galgen,Bayern
6347,50.0578,10.2974,304,Schonungen-Mainberg,Bayern
7075,48.7021,11.8494,425,Elsendorf-Horneck,Bayern
7099,52.0111,10.3966,187,Liebenburg-Othfresen,Niedersachsen
7105,47.8349,12.6549,721,Siegsdorf-Höll,Bayern
7106,52.0714,8.4565,105,Bielefeld-Deppendorf,Nordrhein-Westfalen
7187,49.7636,9.4063,193,Freudenberg/Main-Boxtal,Baden-Württemberg
7187,49.7636,9.4053,193,Freudenberg/Main-Boxtal,Baden-Württemberg
7244,53.1424,13.0319,62,Neuglobsow (HM),Brandenburg
7298,54.5268,9.0425,5,Hattstedt,Schleswig-Holstein
7308,47.8847,11.154,541,Wielenbach,Bayern
7319,48.7351,10.7415,434,Donauwörth-Osterweiler,Bayern
7321,51.1509,11.3319,160,Olbersleben,Thüringen
7325,47.4167,10.9794,2650,Schneefernerhaus,Bayern
7329,50.5457,12.2852,465,Treuen,Sachsen
7330,51.4634,7.978,159,Arnsberg-Neheim,Nordrhein-Westfalen
7331,48.6099,10.2674,468,Hermaringen-Allewind,Baden-Württemberg
7340,50.3713,7.5791,84,Koblenz (Falckensteinkaserne),Rheinland-Pfalz
7341,50.09,8.7862,119,Offenbach-Wetterpark,Hessen
7343,50.6199,13.4816,688,Deutschneudorf-Brüderwiese,Sachsen
7350,49.1088,12.8231,588,Prackenbach-Neuhäusl,Bayern
7351,53.3175,13.4175,115,Feldberg/Mecklenburg,Mecklenburg-Vorpommern
7364,51.682,12.3042,74,Jeßnitz,Sachsen-Anhalt
7367,51.9644,9.8072,144,Alfeld,Niedersachsen
7368,51.0007,10.3621,312,Eisenach,Thüringen
7369,49.1623,10.3662,475,Feuchtwangen-Heilbronn,Bayern
7370,49.3909,12.6838,499,Waldmünchen,Bayern
7373,53.5984,6.7024,3,Borkum-Flugplatz,Niedersachsen
7374,52.0814,6.941,46,Ahaus,Nordrhein-Westfalen
7389,52.7461,13.8427,82,Heckelberg,Brandenburg
7391,49.5561,8.9669,443,Beerfelden-Vogelherd,Hessen
7392,50.3332,10.4487,304,Aubstadt,Bayern
7393,51.4493,14.2533,116,Hoyerswerda,Sachsen
7394,50.0315,11.9745,622,Wunsiedel-Schönbrunn,Bayern
7395,48.6596,12.5388,350,Gottfrieding,Bayern
7396,50.5084,9.2247,743,Hoherodskopf/Vogelsberg,Hessen
7403,47.7955,10.0324,672,Leutkirch-Herlazhofen,Baden-Württemberg
7410,50.7513,9.0224,350,Neu-Ulrichstein,Hessen
7410,50.7519,9.0226,350,Neu-Ulrichstein,Hessen
7412,50.0083,9.4239,340,Neuhütten/Spessart,Bayern
7416,51.0112,8.2733,541,Birkelbach,Nordrhein-Westfalen
7419,50.661,12.0757,390,Langenwetzendorf-Göttendorf,Thüringen
7420,51.1044,11.7112,246,Naumburg/Saale-Kreipitzsch,Sachsen-Anhalt
7424,47.7724,12.9073,458,Piding,Bayern
7427,54.0188,9.9255,17,Padenstedt (Pony-Park),Schleswig-Holstein
7428,50.4167,10.8156,397,Veilsdorf,Thüringen
7431,48.013,11.5524,604,Oberhaching-Laufzorn,Bayern
7432,52.6425,10.6631,72,Wittingen-Vorhop,Niedersachsen
10510,48.8059,9.5046,241,Winterbach/Remstal,Baden-Württemberg
13662,52.303,12.4028,37,Boecke,Brandenburg
13667,48.0007,7.845,269,Freiburg-Stadt,Baden-Württemberg
13670,51.5088,6.7018,25,Duisburg-Baerl,Nordrhein-Westfalen
13672,48.5537,9.9877,593,Weidenstetten,Baden-Württemberg
13674,49.2942,8.9054,237,Waibstadt,Baden-Württemberg
13675,52.0817,9.4072,77,Hameln-Hastenbeck,Niedersachsen
13676,48.8608,12.0323,378,Langquaid-Oberschneidhart,Bayern
13693,51.9258,8.3111,70,Gütersloh/Ems,Nordrhein-Westfalen
13696,51.5966,7.4049,68,Waltrop-Abdinghof,Nordrhein-Westfalen
13700,51.3329,7.3411,205,Gevelsberg-Oberbröking,Nordrhein-Westfalen
13701,51.1945,9.9885,250,Eschwege-Eltmannshausen,Hessen
13710,48.5734,12.2574,490,Landshut-Reithof,Bayern
13711,50.6813,11.515,280,Krölpa-Rockendorf,Thüringen
13713,51.0899,7.6289,380,Meinerzhagen-Redlendorf,Nordrhein-Westfalen
13776,52.1789,9.9524,85,Hildesheim-Drispenstedt,Niedersachsen
13777,52.2467,10.9592,110,Helmstedt-Emmerstedt,Niedersachsen
13900,50.2688,9.358,145,"Soden,Bad-Salmünster (Kläranlage)",Hessen
13901,51.7343,7.1998,41,Haltern (Wasserwerk),Nordrhein-Westfalen
13903,54.0167,8.3167,15,Bake Zulu,Niedersachsen
13904,55.0,6.3333,3,Nordseeboje 2,Hamburg
13932,48.3617,13.1938,387,Rotthalmünster (Landwirtschaftsamt),Bayern
13952,51.4089,8.0094,278,Arnsberg-Müschede,Nordrhein-Westfalen
14003,47.8619,10.6144,728,Kaufbeuren (Flugplatz),Bayern
14138,52.1655,14.1224,73,Falkenberg (Grenzschichtmessfeld),Brandenburg
14309,50.5274,7.9472,331,Guckheim,Rheinland-Pfalz
14311,50.1505,6.5526,530,Hersdorf-Weißenseifen,Rheinland-Pfalz
15000,50.7983,6.0244,231,Aachen-Orsbach,Nordrhein-Westfalen
15000,50.7982,6.0244,231,Aachen-Orsbach,Nordrhein-Westfalen
15044,50.4517,7.4058,199,Neuwied-Feldkirchen-Hüllenberg,Rheinland-Pfalz
15120,51.5572,8.7019,379,Haaren,Nordrhein-Westfalen
15122,49.52,10.2854,380,Ergersheim-Neuherberg,Bayern
15189,53.8281,12.5936,12,Sukow-Levitzow,Mecklenburg-Vorpommern
15200,51.2531,7.2156,327,Wuppertal,Nordrhein-Westfalen
15207,51.2835,9.359,317,Schauenburg-Elgershausen,Hessen
15214,47.6247,10.8076,808,Halblech-Bayerniederhofen,Bayern
15444,48.4418,9.9216,593,Ulm-Mähringen,Baden-Württemberg
15520,47.819,12.2956,656,Frasdorf-Greimelberg,Bayern
15526,53.5467,9.9716,29,Hamburg (Deutsche Seewarte),Hamburg
15555,47.8761,10.5848,816,Kaufbeuren-Oberbeuren,Bayern
